"metal","n.","a hard substance such as iron, steel or gold"
"militant","n.","someone active in trying to cause political change, often by the use of force or violence"
"mind","n.","the thinking, feeling part of a person"
"mineral","n.","a substance found in nature that is not an animal or a plant, such as coal or salt"
"miss","v.","to fail to hit, see, reach or meet"
"model","n.","something, usually small, made to show how something will look or work"
"morning","n.","the early part of the day, from sunrise until noon"
"name","n.","a word by which a person, animal or thing is known or called"
"nation","n.","a country, together with its social and political systems"
"native","n.","someone who was born in a place, not one who moved there"
"nature","n.","all the plants, animals and other things on earth not created by humans"
"new","ad.","recently made, built, bought or grown"
"news","n.","information about any recent events, especially as reported by the media"
"night","n.","the time between when the sun goes down and when it rises, when there is little or no light"
"noise","n.","sound, especially when loud"
"normal","n.","the usual condition, amount or form"
"nowhere","ad.","not in, to or at any place"
"over","conj.","across, in or on every part of"
"paper","n.","a thin, flat material made from plants or cloth often used for writing"
"passenger","n.","a person travelling by airplane, train, boat or car who is not the pilot or driver"
"peace","n.","the condition of freedom from war, fighting or noise"
"people","n.","all the persons of a group, race, religion or nation"
"perform","v.","to speak, dance or sing in front of others"
"period","n.","an amount of time within events, restrictions or conditions"
"person","n.","a man, woman or child"
"physics","n.","the study of motion, matter and energy"
"pipe","n.","a long, round piece of material used to move liquid or gas"
"place","n.","any room, building, town or country"
"plant","n.","a living growth from the ground which gets its food from air, water and earth"
"police","n.","a government agency responsible for guarding the public, keeping order, and making sure people obey the law"
"policy","n.","an established set of plans or goals used to develop and make decisions in politics, economics or business"
"pollute","v.","to release dangerous or unpleasant substances into the air, soil or water"
"population","n.","all the people in a place, city or country"
"press","n.","newspapers, magazines and other publications"
"price","n.","the amount of money for which anything is bought, sold or offered for sale"
"property","n.","anything owned by someone such as land, buildings or goods"
"publication","n.","something that is published such as a book, newspaper or magazine"
"publish","v.","to include something in a book, newspaper or magazine"
"pump","v.","to force a gas or liquid up, into or through"
"punish","v.","to cause pain, suffering or loss for doing something bad or illegal"
"race","n.","one of the major groups that humans can be divided into because of a common physical similarity, such as skin color"
"radiation","n.","energy from a nuclear substance, which can be dangerous"
"raid","n.","a sudden attack carried out as an act of war, or for the purpose of seizing or stealing something"
"rebel","v.","to act against a government or power, often with force"
"receive","v.","to get or accept something given, offered or sent"
"recession","n.","a temporary reduction in economic activity, when industries produce less and many workers lose their jobs"
"recognize","v.","to know or remember something or someone that was known, known about or seen before"
"recover","v.","to get again something that was lost, stolen or taken away"
"reduce","v.","to make less or smaller in number, size or amount"
"refugee","n.","a person who has been forced to flee because of unjust treatment, danger or war"
"refuse","v.","to not accept, give or do something"
"reject","v.","to refuse to accept, use or believe"
"religion","n.","a belief in, or the honoring of, a god or gods"
"resign","v.","to leave a position, job or office"
"resolution","n.","an official statement of agreement by a group of people, usually reached by voting"
"rest","v.","to sit, lie down or sleep to regain strength"
"return","v.","to bring, give, take or send back"
"revolt","v.","to fight for a change, especially of government"
"ride","v.","to travel by animal, wheeled vehicle, airplane or boat"
"risk","n.","the chance of loss, damage or injury"
"river","n.","a large amount of water that flows across land into another river, a lake or an ocean"
"road","n.","a long piece of hard ground built between two places so people can walk, drive or ride easily from one place to the other"
"rocket","n.","a device shaped like a tube that moves through air or space by burning gases and letting them escape from the back or bottom, sometimes used as a weapon"
"rope","n.","a long, thick piece of material made from thinner pieces of material, used for tying"
"rubber","n.","a substance made from the liquid of trees with the same name, or a similar substance made from chemicals"
"sacrifice","v.","to do without something or to suffer a loss for a belief, idea, goal or another person"
"salt","n.","a white substance found in sea water and in the ground, used to affect the taste of food"
"satisfy","v.","to give or provide what is desired, needed or demanded"
"science","n.","the study of nature and the actions of natural things, and the knowledge gained about them"
"sea","n.","a large area of salt water, usually part of an ocean"
"Senate","n.","the smaller of the two groups in the governments of some countries, such as in the United States Congress"
"send","v.","to cause to be carried, taken or directed to or away from a place"
"sense","n.","any of the abilities to see, hear, taste, smell or feel"
"sense","v.","to come to know about by feeling, believing or understanding"
"separate","v.","to set or keep people, things or ideas away from or independent from others"
"series","n.","a number of similar things or events that follow one after another in time, position or order"
"service","n.","military organizations such as an army, navy or air force"
"set","v.","to establish a time, price or limit"
"several","ad.","three or more, but not many"
"severe","ad.","causing much pain, sadness or damage"
"shake","v.","to move or cause to move in short, quick movements"
"shape","n.","the form of something, especially how it looks"
"share","n.","a part belonging to, given to or owned by a single person or a group"
"shock","n.","a powerful shake, as from an earthquake"
"show","n.","a play or story presented in a theater, or broadcast on radio or television, for enjoyment or education"
"shrink","v.","to make or become less in size, weight or value"
"size","n.","how long, wide or high something is"
"slow","ad.","not fast in moving, talking or other activities"
"snow","n.","soft, white pieces of frozen water that fall from the sky, usually in winter or when the air temperature is very cold"
"space","n.","the area outside the earth's atmosphere where the sun, moon, planets and stars are"
"spill","v.","to cause or permit liquid to flow out, usually by accident"
"star","n.","a mass of gas that usually appears as a small light in the sky at night, but is not a planet"
"star","n.","a famous person, usually an actor or singer"
"statue","n.","a form of a human, animal or other creature usually made of stone, wood or metal"
"storm","n.","violent weather, including strong winds and rain or snow"
"story","n.","the telling or writing of an event, either real or imagined"
"street","n.","a road in a city, town or village"
"strike","v.","to stop work as a way to seek better conditions, more pay or to make other demands"
"strong","ad.","not easily broken, damaged or destroyed"
"structure","n.","the way something is built, made or organized"
"subject","n.","the person or thing being discussed, studied or written about"
"subversion","n.","an attempt to weaken or destroy a political system or government, usually secretly"
"summer","n.","the warmest time of the year, between spring and autumn"
"suppose","v.","to believe, think or imagine"
"sweet","ad.","tasting pleasant, like sugar"
"sympathy","n.","a sharing of feelings or emotions with another person, usually feelings of sadness"
"take","v.","to put a hand or hands around something and hold it, often to move it to another place"
"team","n.","a group organized for some purpose, often for sports"
"tear","v.","to pull apart, often by force"
"technical","ad.","involving machines, processes and materials in industry, transportation and communications"
"telephone","n.","a device or system for sending sounds, especially the voice, over distances"
"than","conj.","connecting word used to link things that may be similar, but are not equal"
"that","ad.","showing the person, place or thing being spoken about"
"that","pro.","the person, place or thing being spoken about"
"theory","n.","a possible explanation of why something exists or how something happens using experiments or ideas, but which is not yet proven"
"these","pro.","of or about the people, places or things nearby that have been spoken about already"
"thick","ad.","almost solid, such as a liquid that does not flow easily"
"this","pro.","of or about the person, place or thing nearby that has been spoken about already"
"time","n.","that which is measured in minutes, hours, days and years"
"torture","n.","the act of causing severe pain in order to harm, to punish or to get information from"
"town","n.","a center where people live, larger than a village but not as large as a city"
"trade","n.","the activity of buying, selling or exchanging products or services"
"tradition","n.","a ceremony, activity or belief that has existed for a long time"
"traffic","n.","the movement of people, vehicles or ships along a street, road or waterway"
"travel","v.","to go from one place to another, usually for a long distance"
"treasure","n.","a large collection of money, jewels or other things of great value"
"tree","n.","a very tall plant that is mostly wood, except for its leaves"
"trip","n.","a movement from one place to another, usually a long distance"
"trouble","n.","that which causes concern, fear, difficulty or problems"
"tube","n.","a long, round structure through which liquids or gases can flow"
"tube","n.","a long, thin container in which they can be kept"
"turn","v.","to change color, form or shape"
"under","prep.","as called for by a law, agreement or system"
"universe","n.","all of space, including planets and stars"
"up","ad.","to, in or at a higher position or value"
"usual","ad.","as is most often done, seen or heard"
"value","n.","the quality of being useful, important or desired"
"vehicle","n.","anything on or in which a person or thing can travel or be transported, especially anything on wheels"
"victim","n.","someone or something that is injured, killed or made to suffer"
"violence","n.","the use of force to cause injury, death or damage"
"voice","n.","the sound made by creatures, especially humans, for speaking"
"volcano","n.","a hill or mountain around a hole in the earth's surface that can explode, sending hot, melted rock and ash into the air"
"vote","n.","a choice or decision expressed by the voice, by hand or by writing"
"wall","n.","the side of a room or building formed by wood, stone or other material"
"war","n.","fighting between nations, or groups in a nation, using weapons"
"wash","v.","to make clean, usually with water"
"waste","n.","a spending of money, time or effort with no value gained or returned"
"water","n.","the liquid that falls from the sky as rain or is found in lakes, rivers and oceans"
"wave","v.","to move or cause to move one way and the other, as a flag in the wind"
"we","pro.","two or more people, including the speaker or writer"
"weak","ad.","easily broken, damaged or destroyed"
"wealth","n.","a large amount of possessions, money or other things of value"
"weapon","n.","anything used to cause injury or to kill during an attack, fight or war"
"wear","v.","to have on the body, as clothes"
"weather","n.","the condition of the atmosphere resulting from sun, wind, rain, heat or cold"
"well","n.","a hole in the ground where water, gas or oil can be found"
"where","ad.",""
"where","conj.","at, to or in what place"
"win","v.","to defeat another or others in a competition, election or battle"
"window","n.","an opening in a wall to let in light and air, usually filled with glass"
"winter","n.","the coldest time of year, between autumn and spring"
"wire","n.","a long, thin piece of metal used to hang objects or to carry electricity or electronic communications from one place to another"
"withdraw","v.","to take or move out, away or back"
"worry","v.","to continue thinking that something, possibly bad, can happen"
"write","v.","to use an instrument to make words appear on a surface, such as paper"
