"hate","v.","to have strong emotions against"
"hate","v.","to consider as an enemy"
"hate","v.","opposite love"
"have","v.","to possess"
"have","v.","to own"
"have","v.","to hold"
"he","pro.","the boy or man who is being spoken about"
"head","n.","leader"
"head","n.","chief"
"head","n.","the top part of something"
"head","n.","the highest position"
"head","v.","to lead"
"head","v.","to command"
"headquarter","n.","the center from which orders are given"
"headquarter","n.","the main offices of a business or organization"
"heal","v.","to return to good health"
"heal","v.","to cure"
"heal","v.","to become well"
"health","n.","the general condition of the body and mind"
"health","n.","the condition of being free from sickness or disease"
"hear","v.","to receive sound through the ears"
"hear","v.","to receive news about"
"heat","n.","great warmth"
"heat","n.","that which is produced by burning fuel"
"heat","n.","energy from the sun"
"heat","v.","to make hot or warm"
"heavy","ad.","having much weight"
"heavy","ad.","not easy to lift"
"heavy","ad.","of great amount or force"
"helicopter","n.","a machine without wings that can fly up or down or remain in one place above the ground"
"help","n.","support"
"help","n.","aid"
"help","v.","to give support"
"help","v.","to assist"
"help","v.","to make easier"
"hero","n.","a person honored for being brave or wise"
"hide","v.","to prevent from being seen or found"
"hide","v.","to make secret"
"high","ad.","tall"
"high","ad.","far up"
"high","ad.","far above the ground"
"high","ad.","important"
"high","ad.","above others"
"hijack","v.","to seize or take control of a vehicle by force"
"hill","n.","a small mountain"
"history","n.","the written record or description of past events"
"history","n.","the study of the past"
"hit","v.","to strike"
"hit","v.","to touch with force"
"hold","v.","to keep in one position"
"hold","v.","to keep as a prisoner"
"hold","v.","to contain"
"hold","v.","to possess"
"hold","v.","to occupy"
"hold","v.","to organize and be involved in"
"hole","n.","an opening"
"hole","n.","a torn or broken place in something"
"holiday","n.","a day when one does not work"
"holiday","n.","a day on which no work is done to honor or remember a person or event"
"holy","ad.","greatly honored in religion"
"home","n.","the place where one was born or comes from"
"home","n.","the area or country where one lives"
"honest","ad.","truthful"
"honest","ad.","able to be trusted"
"honor","n.","an award"
"honor","n.","an act of giving special recognition"
"honor","v.","to obey"
"hope","v.","to expect"
"hope","v.","to believe there is a good chance that something will happen as wanted"
"hope","v.","to want something to happen"
"horrible","ad.","causing great fear"
"horrible","ad.","terrible"
"hospital","n.","a place where sick or injured people are given medical care"
"hostage","n.","a person captured and held as a guarantee that a demand or promise will be honored"
"hostile","ad.","ready to fight"
"hostile","ad.","ready for war"
"hot","ad.","having or feeling great heat or a high temperature"
"hour","n.","a measure of time"
"hour","n.","sixty minutes"
"house","n.","a building in which people live"
"house","n.","a country's parliament or lawmaking group"
"how","ad.","in what way"
"how","ad.","to what amount"
"however","conj.","yet"
"however","conj.","but"
"huge","ad.","very big"
"huge","ad.","of great size"
"human","ad.","of or about people"
"hunger","n.","the need for food"
"hunt","v.","to search for animals to capture or kill them"
"hunt","v.","to seek"
"hunt","v.","to try to find"
"hurry","v.","to do or go fast"
"husband","n.","a man who is married"
"I","pro.","the person speaking"
"ice","n.","frozen water"
"idea","n.","a thought or picture in the mind"
"idea","n.","a belief"
"identify","v.","to recognize someone or something and to say who or what they are"
"if","conj.","on condition"
"if","conj.","provided that"
"illegal","ad.","not legal"
"illegal","ad.","in violation of a law"
"imagine","v.","to make a picture in the mind"
"imagine","v.","to form an idea"
"immediate","ad.","without delay"
"immediate","ad.","very near in time or place"
"import","v.","to bring from another country"
"improve","v.","to make better"
"improve","v.","to become better"
"in","prep.","inside"
"in","prep.","held by"
"in","prep.","contained by"
"in","prep.","surrounded by"
"in","prep.","during"
"incident","n.","an event or something that happens"
"include","v.","to have"
"include","v.","to make a part of"
"increase","v.","to make more in size or amount"
"independent","ad.","not influenced by or controlled by another or others"
"independent","ad.","free"
"independent","ad.","separate"
"individual","n.","one person"
"industry","n.","any business that produces goods or provides services"
"industry","n.","the work and related activity in factories and offices"
"industry","n.","all organizations involved in manufacturing"
"infect","v.","to make sick with something that causes disease"
"inflation","n.","a continuing rise in prices while the value of money goes down"
"influence","v.","to have an effect on someone or something"
"influence","v.","to cause change"
"inform","v.","to tell"
"inform","v.","to give knowledge to"
"information","n.","knowledge"
"information","n.","facts"
"injure","v.","to cause harm or damage to a person or animal"
"innocent","ad.","not guilty of a crime"
"innocent","ad.","not responsible for a bad action"
"insane","ad.","mentally sick"
"inspect","v.","to look at something carefully"
"instead","ad.","in the place of"
"instead","ad.","taking the place of"
"instrument","n.","a tool or device designed to do something or to make something"
"insult","v.","to say something or to do something that makes another person angry or dishonored"
"intelligence","n.","the ability to think or learn"
"intelligence","n.","information gathered by spying"
"intelligent","ad.","quick to understand or learn"
"intense","ad.","very strong"
"intense","ad.","extremely serious"
"interest","n.","what is important to someone"
"interest","n.","a share in owning a business"
"interest","n.","money paid for the use of money borrowed"
"interfere","v.","to get in the way of"
"interfere","v.","to work against"
"international","ad.","of or about more than one nation or many nations"
"international","ad.","of the whole world"
"intervene","v.","to come between"
"intervene","v.","to come between in order to settle or solve"
"invade","v.","to enter an area or country by force with an army"
"invent","v.","to plan and make something never made before"
"invent","v.","to create a new thing or way of doing something"
"invest","v.","to give money to a business or organization with the hope of making more money"
"investigate","v.","to search for the truth"
"involve","v.","to take part in"
"involve","v.","to become a part of"
"involve","v.","to include"
"island","n.","a land area with water all around it"
"issue","n.","an important problem or subject that people are discussing or arguing about"
"jail","n.","a prison for those waiting to be tried for a crime or for those serving sentences for crimes that are not serious"
"job","n.","the work that one does to earn money"
"join","v.","to put together or come together"
"join","v.","to become part of or a member of"
"joint","ad.","shared by two or more"
"joke","n.","something done or said to cause others to laugh"
"judge","n.","a public official who decides problems of law in a court"
"judge","v.","to form an opinion about"
"jump","v.","to push down on the feet and move up quickly into the air"
"jury","n.","a group of people chosen to decide what is true in a trial"
"just","ad.","only"
"just","ad.","very shortly before or after the present"
"just","ad.","at the same time"
"just","n.","what is right or fair"
"keep","v.","to possess"
"keep","v.","to have for oneself"
"kick","v.","to hit with the foot"
"kidnap","v.","to seize and take away by force"
"kill","v.","to make dead"
"kill","v.","to cause to die"
"kind","ad.","gentle"
"kind","ad.","caring"
"kind","ad.","helpful"
"kind","n.","sort"
"kiss","v.","to touch with the mouth to show love or honor"
"knife","n.","a tool or weapon used to cut"
"know","v.","to understand something as correct"
"know","v.","to have the facts about"
"know","v.","to recognize someone because you have met and talked together before"
"knowledge","n.","that which is known"
"knowledge","n.","learning or understanding"
"labor","n.","work"
"labor","n.","workers as a group"
"laboratory","n.","a room or place where experiments in science are done"
"lack","v.","to be without"
"lake","n.","a large area of fresh water surrounded by land"
"land","n.","the part of the earth not covered by water"
"land","n.","the ground"
"land","v.","to come to the earth from the air"
"language","n.","words and their use"
"large","ad.","big"
"large","ad.","opposite small"
"last","ad.","after all others"
"last","ad.","the only one remaining"
"last","v.","to continue"
"late","ad.","after the correct time"
"late","ad.","near the end"
"late","ad.","opposite early"
"laugh","v.","to make sounds to express pleasure or happy feelings"
"launch","v.","to put into operation"
"launch","v.","to begin"
"launch","v.","to send into the air or space"
"law","n.","all or any rules made by a government"
"lead","v.","to show the way"
"lead","v.","to command"
"lead","v.","to control"
"lead","v.","to go first"
"leak","v.","to come out of or to escape through a small opening or hole"
"learn","v.","to get knowledge about"
"learn","v.","to come to know a fact or facts"
"leave","v.","to go away from"
"leave","v.","to let something stay where it is"
"left","ad.","on the side that is toward the west when one is facing north"
"left","ad.","opposite right"
"legal","ad.","of or in agreement with the law"
"legislature","n.","a government lawmaking group"
"lend","v.","to permit someone to use a thing temporarily"
"lend","v.","to make a loan of money"
"less","ad.","smaller in amount"
"less","ad.","not as much"
"let","v.","to permit to do or to be"
"let","v.","to make possible"
"letter","n.","a message written on paper"
"letter","n.","a communication in writing sent to another person"
"level","n.","the amount or height that something reaches or rises to"
"level","n.","the position of something or someone"
"liberal","ad.","one who usually supports social progress or change"
"lie","v.","to have one's body on the ground or other surface"
"lie","v.","to say something that one knows is not true"
"life","n.","the time between being born and dying"
"life","n.","opposite death"
"life","n.","all living things"
"lift","v.","to take or bring up to a higher place or level"
"light","ad.","bright"
"light","ad.","clear"
"light","ad.","not heavy"
"light","n.","a form of energy that affects the eyes so that one is able to see"
"light","n.","anything that produces light"
"like","ad.","in the same way as"
"like","ad.","similar to"
"like","v.","to be pleased with"
"like","v.","to have good feelings for someone or something"
"limit","n.","the greatest amount or number permitted"
"limit","v.","to restrict to a number or amount"
"line","n.","a number of people or things organized"
"line","n.","one after another"
"line","n.","the edge of an area protected by military forces"
"link","v.","to connect"
"link","v.","to unite one thing or event with another"
"list","n.","a written series of names or things"
"list","v.","to put in writing a number of names of people or things"
"listen","v.","to try to hear"
"little","ad.","not tall or big"
"little","ad.","a small amount"
"live","ad.","having life"
"live","ad.","alive"
"live","v.","to have life"
"live","v.","to exist"
"load","n.","that which is carried"
"load","v.","to put objects on or into a vehicle or container"
"loan","n.","money borrowed that usually must be returned with interest payments"
"loan","n.","something borrowed"
"local","ad.","about or having to do with one place"
"lonely","ad.","feeling alone and wanting friends"
"lonely","ad.","visited by few or no people"
"long","ad.","not short"
"long","ad.","measuring from beginning to end"
"long","ad.","measuring much"
"long","ad.","for much time"
"look","v.","to turn the eyes toward so as to see"
"look","v.","to search or hunt for"
"look","v.","to seem to be"
"lose","v.","to have no longer"
"lose","v.","to not find"
"lose","v.","to fail to keep"
"lose","v.","to be defeated"
"loud","ad.","having a strong sound"
"loud","ad.","full of sound or noise"
"love","n.","opposite hate"
"love","v.","to like very much"
"low","ad.","not high or tall"
"low","ad.","below the normal height"
"low","ad.","close to the ground"
"loyal","ad.","showing strong friendship and support for someone or something"
"luck","n.","something that happens by chance"
"machine","n.","a device with moving parts used to do work"
"main","ad.","the most important or largest"
"majority","n.","the greater number"
"majority","n.","more than half"
"make","v.","to produce"
"make","v.","to create"
"make","v.","to build"
"make","v.","to do something or to carry out an action"
"make","v.","to cause to be or to become"
"male","ad.","of or about men"
"male","n.","a man or boy"
"male","n.","the sex that is the father of children"
"man","n.","an adult male human"
"manufacture","v.","to make goods in large amounts"
"many","ad.","a large number or amount of"
"map","n.","a picture of the earth's surface or a part of it"
"march","v.","to walk in a group like soldiers"
"march","v.","to walk together in a large group to protest about something"
"mark","v.","to make a sign or cut on something"
"market","n.","an economic system in which the prices of things are decided by how many there are and how much money people are willing to pay for them"
"marry","v.","to join a man and woman together as husband and wife"
"marry","v.","to become husband and wife"
"mass","n.","an amount of matter having no special form and usually of a large size"
"mate","v.","to bring together a male and a female to create another creature"
"material","n.","anything that can be made into something else"
"matter","n.","anything that can be seen or felt"
"matter","n.","what things are made of"
"may","v.","a word used with an action word to mean permit or possible"
"mayor","n.","the chief official of a city or town government"
"mean","v.","to want to"
"mean","v.","to give the idea of"
"mean","v.","to have the idea of"
"measure","n.","an action taken"
"measure","n.","a legislative proposal"
"meat","n.","the part of a dead animal used for food"
"medicine","n.","a substance or drug used to treat disease or pain"
"medicine","n.","the science or study of treating and curing disease or improving health"
"meet","v.","to come together with someone or something at the same time and place"
"melt","v.","to make a solid into a liquid by heating it"
"member","n.","one of a group"
"memorial","n.","something done or made to honor the memory of a person or event"
"memory","n.","a picture in the mind of past events"
"memory","n.","the ability to remember"
"memory","n.","a thing remembered"
"mental","ad.","about or having to do with the mind"
"mercy","n.","kindness toward those who should be punished"
"mercy","n.","the power to be kind or to pardon"
"message","n.","written or spoken news or information"
"message","n.","a note from one person to another person or group"
"method","n.","the way something is done"
"microscope","n.","a device used to make very small things look larger so they can be studied"
"middle","ad.","in the center"
"middle","n.","the center"
"middle","n.","a place or time of equal distance from both sides or ends"
"military","ad.","of or about the armed forces"
"military","n.","the armed forces of a nation or group"
"milk","n.","the white liquid produced by female animals to feed their young"
"mine","n.","a place in the earth where such substances are found"
"mine","n.","a bomb placed under the ground or under water so it cannot be seen"
"mine","v.","to dig useful or valuable substances out of the earth"
"minister","n.","a member of a cabinet"
"minister","n.","a high government official"
"minor","ad.","small in size"
"minor","ad.","of little importance"
"minority","n.","the smaller number"
"minority","n.","opposite majority"
"minute","n.","a measure of time"
"minute","n.","one of the sixty equal parts of an hour"
"minute","n.","sixty seconds"
"missile","n.","any weapon that can be thrown or fired through the air and explodes when it reaches its target"
"missing","ad.","lost"
"missing","ad.","not found"
"mistake","n.","a wrong action or decision"
"mistake","n.","an action done without the knowledge that it was wrong"
"mix","v.","to put different things together to make one thing"
"mob","n.","a large group of wild or angry people"
"model","n.","an example"
"moderate","ad.","not extreme"
"modern","ad.","of the present or very recent time"
"modern","ad.","the most improved"
"money","n.","pieces of metal or paper used to pay for things"
"month","n.","one of the twelve periods of time into which a year is divided"
"moon","n.","the bright object often seen in the night sky that orbits the earth about every twenty-nine days"
"moral","ad.","concerning what is right or wrong in someone's actions"
"more","ad.","greater in size or amount"
"most","ad.","greatest in size or amount"
"mother","n.","the female parent"
"mother","n.","a woman who has a child or children"
"motion","n.","a movement"
"motion","n.","a continuing change of position or place"
"mountain","n.","a part of the earth's surface that rises high above the area around it"
"mourn","v.","to express or feel sadness"
"move","v.","to change position"
"move","v.","to put or keep in motion"
"move","v.","to go"
"movement","n.","the act of moving or a way of moving"
"movement","n.","a series of acts or efforts to reach a goal"
"movie","n.","a motion picture"
"movie","n.","a film"
"much","ad.","great in amount"
"murder","n.","the crime of killing another person"
"murder","v.","to kill another person illegally"
"music","n.","the making of sounds by singing or using a musical instrument"
"must","v.","a word used with an action word to mean necessary"
"mystery","n.","something that is not or cannot be explained or understood"
"mystery","n.","a secret"
"name","v.","to appoint"
"name","v.","to nominate"
"name","v.","to give a name to"
"narrow","ad.","limited in size or amount"
"narrow","ad.","not wide"
"narrow","ad.","having a short distance from one side to the other"
"natural","ad.","of or about nature"
"natural","ad.","normal"
"natural","ad.","common to its kind"
"nature","n.","events or processes not caused by humans"
"navy","n.","the part of a country's military force trained to fight at sea"
"near","ad.","not far"
"near","ad.","close to"
"necessary","ad.","needed to get a result or effect"
"necessary","ad.","required"
"need","v.","to require"
"need","v.","to want"
"need","v.","to be necessary to have or to do"
"negotiate","v.","to talk about a problem or situation to find a common solution"
"neither","ad.","not one or the other of two"
"neutral","ad.","not supporting one side or the other in a dispute"
"never","ad.","at no time"
"never","ad.","not ever"
"new","ad.","not existing before"
"new","ad.","not known before"
"new","ad.","another"
"new","ad.","different"
"next","ad.","coming immediately after"
"next","ad.","nearest"
"nice","ad.","pleasing"
"nice","ad.","good"
"nice","ad.","kind"
"no","ad.","used to reject or to refuse"
"no","ad.","not any"
"no","ad.","not at all"
"nominate","v.","to name someone as a candidate for an election"
"nominate","v.","to propose a person for an office or position"
"noon","n.","the middle of the day"
"noon","n.","twelve o'clock in the daytime"
"normal","ad.","usual"
"normal","ad.","what is expected"
"north","n.","the direction to the left of a person facing the rising sun"
"not","ad.","a word showing that something is denied or untrue"
"note","n.","a word or words written to help a person remember"
"note","n.","a short letter"
"note","v.","to talk about something already known"
"nothing","n.","not anything"
"nothing","n.","no thing"
"now","ad.","at this time"
"now","ad.","immediately"
"nuclear","ad.","of or about the energy produced by splitting atoms or bringing them together"
"nuclear","ad.","of or about weapons that explode by using energy from atoms"
"number","n.","a word or sign used to show the order or amount of things"
"obey","v.","to act as one is ordered to act"
"object","n.","something not alive that can be seen or touched"
"object","v.","to show that one does not like or approve"
"object","v.","to protest"
"observe","v.","to watch"
"observe","v.","to look at carefully"
"observe","v.","to celebrate or honor something"
"occupy","v.","to take and hold or to control by force"
"ocean","n.","the area of salt water that covers almost seventy-five percent of the earth's surface"
"ocean","n.","any of the five main divisions of this water"
"of","prep.","made from"
"of","prep.","belonging to"
"of","prep.","about"
"of","prep.","connected to"
"of","prep.","included among"
"off","ad.","away"
"off","ad.","at a distance"
"off","ad.","condition when something is no longer operating or continuing"
"off","ad.","not on"
"off","ad.","not connected"
"offensive","ad.","having to do with attacking"
"offensive","n.","a military campaign of attack"
"offer","n.","the act of presenting or proposing"
"offer","n.","that which is presented or proposed"
"offer","v.","to present or propose"
"office","n.","a room or building where business or work is done"
"office","n.","a public position to which one is elected or appointed"
"officer","n.","a person in the military who commands others"
"officer","n.","any person who is a member of a police force"
"official","ad.","of or about an office"
"official","ad.","approved by the government or someone in power"
"official","n.","a person with power in an organization"
"official","n.","a representative of an organization or government"
"often","ad.","many times"
"oil","n.","a thick liquid that does not mix with water and that burns easily"
"oil","n.","a black liquid taken from the ground and used as fuel"
"old","ad.","not young or new"
"old","ad.","having lived or existed for many years"
"on","prep.","above and held up by"
"on","prep.","touching the upper surface of"
"on","prep.","supported by"
"on","prep.","about"
"on","prep.","at the time of"
"once","ad.","one time only"
"only","ad.","being the single one or ones"
"only","ad.","no more than"
"open","ad.","not closed"
"open","ad.","not secret"
"open","v.","to start"
"operate","v.","to do work or a job"
"operate","v.","to cut into the body for medical reasons"
"opinion","n.","a belief based on one's own ideas and thinking"
"oppose","v.","to be against"
"oppose","v.","to fight against"
"opposite","ad.","different as possible"
"opposite","ad.","completely different from"
"opposite","ad.","exactly the other way"
"oppress","v.","to make others suffer"
"oppress","v.","to control by the use of unjust and cruel force or power"
"or","conj.","giving another of two choices"
"or","conj.","giving the last of several choices"
"orbit","n.","the path or way an object travels in space around another object or planet"
"orbit","v.","to travel in space around a planet or other object"
"order","n.","a command"
"order","n.","the correct or normal way things are organized"
"order","n.","a peaceful situation in which people obey laws"
"order","v.","to give a command"
"order","v.","to tell someone what to do"
"organize","v.","to put in order"
"organize","v.","to put together into a system"
"other","ad.","different"
"other","ad.","of another kind"
"other","ad.","the remaining one or ones of two or more"
"our","ad.","of or belonging to us"
"oust","v.","to force to leave"
"oust","v.","to remove by force"
"out","ad.","away from the inside"
"out","ad.","opposite of in"
"over","conj.","above"
"over","conj.","covering"
"overthrow","v.","to remove from power"
"overthrow","v.","to defeat or end by force"
"owe","v.","to pay or have to repay"
"own","v.","to have or possess for oneself"
"pain","n.","a hurt or suffering somewhere in the body"
"paint","n.","a colored liquid used to cover or protect a surface"
"paint","v.","to cover with a liquid color"
"paint","v.","to make a picture with liquid colors"
"pan","n.","a metal container used for cooking"
"parachute","n.","a device that permits a person or thing to fall slowly from an airplane or helicopter to the ground"
"parade","n.","a group of people and vehicles moving together to celebrate a special event or anniversary"
"pardon","v.","to forgive for a crime and release from punishment"
"parent","n.","a father or mother"
"parliament","n.","a government lawmaking group"
"part","n.","something less than the whole"
"part","n.","not all of something"
"party","n.","a group of people working together for a political purpose"
"party","n.","a group of people or friends gathered together for enjoyment"
"pass","v.","to go by or move around something"
"pass","v.","to move along"
"pass","v.","to cause or permit to go"
"passport","n.","a document permitting a person to travel to another country"
"past","ad.","recent"
"past","ad.","immediately before"
"past","ad.","former"
"past","n.","the time gone by"
"past","n.","the time before"
"path","n.","a narrow way for walking"
"path","n.","a way along which something moves"
"patient","n.","a person being treated by a doctor for a health problem"
"pay","v.","to give money for work done or for something bought"
"peace","n.","rest"
"peace","n.","quiet"
"people","n.","any group of persons"
"percent","n.","a part of every hundred"
"perfect","ad.","complete or correct in every way"
"perfect","ad.","completely right or good"
"perfect","ad.","without mistakes"
"permanent","ad.","never changing"
"permanent","ad.","lasting for a very long time or for all time"
"permit","v.","to let"
"permit","v.","to make possible"
"physical","ad.","of the body"
"picture","n.","something that shows what another thing looks like"
"picture","n.","an idea or representation of something as seen by the eye"
"picture","n.","a painting"
"picture","n.","what is made with a camera"
"piece","n.","a part of something larger"
"pig","n.","a farm animal used for its meat"
"pilot","n.","one who guides or flies an airplane or helicopter"
"place","n.","an area or a part of an area"
"place","n.","space where a person or thing is"
"place","v.","to put something somewhere"
"plan","n.","an organized or developed idea or method"
"plan","v.","to organize or develop an idea or method of acting or doing something"
"planet","n.","a large object in space that orbits the sun"
"plant","v.","to put into the ground to grow"
"plastic","n.","a material made from chemicals that can be formed and made into things"
"play","n.","a story acted in a theater"
"play","v.","to have fun"
"play","v.","to not work"
"play","v.","to take part in a sport"
"play","v.","to make music on an instrument"
"please","v.","to make one happy"
"please","v.","to give enjoyment"
"plenty","n.","all that is needed"
"plenty","n.","a large enough amount"
"plot","n.","a secret plan to do something wrong or illegal"
"plot","v.","to make secret plans"
"poem","n.","words and their sounds organized in a special way to express emotions"
"point","n.","the sharp end of something"
"point","v.","to aim one's finger toward"
"point","v.","to aim"
"poison","n.","a substance that can destroy life or damage health"
"police","n.","members of that agency"
"politics","n.","the activities of government and of those who are in public office"
"poor","ad.","lacking money or goods"
"poor","ad.","of bad quality"
"poor","n.","people with little or no money"
"popular","ad.","liked by many people"
"popular","ad.","generally approved by the public"
"port","n.","a city where ships load or unload goods"
"port","n.","a place on a coast where ships can be safe from a storm"
"position","n.","a place"
"position","n.","the way of holding the body"
"position","n.","the way a thing is set or placed"
"position","n.","a job"
"possess","v.","to have"
"possess","v.","to own"
"possess","v.","to control or be controlled by"
"possible","ad.","able to be done"
"possible","ad.","can happen or is expected to happen"
"postpone","v.","to delay action until a later time"
"pour","v.","to flow"
"pour","v.","to cause to flow"
"power","n.","the ability to control or direct others"
"power","n.","control"
"power","n.","strength"
"power","n.","ruling force"
"power","n.","force or energy used to do work"
"praise","v.","to say good things about"
"praise","v.","to approve"
"pray","v.","to make a request to a god or spirit"
"pray","v.","to praise a god or spirit"
"pregnant","ad.","carrying a child within the body before it is born"
"pregnant","ad.","expecting to give birth to a baby"
"present","ad.","to be at a place"
"present","n.","a gift"
"present","n.","now"
"present","v.","to offer for consideration"
"president","n.","the chief official of a country that is a republic"
"president","n.","the leader of an organization"
"press","v.","to urge strongly"
"pressure","n.","the force produced when something is pushed down or against something else"
"prevent","v.","to keep or stop from going or happening"
"prison","n.","a place where a person is kept as punishment for a crime"
"private","ad.","of or about a person or group that is secret"
"private","ad.","opposite public"
"prize","n.","something offered or won in a competition"
"prize","n.","something of value that one must work hard for to get"
"probably","ad.","a good chance of taking place"
"probably","ad.","a little more than possible"
"problem","n.","a difficult question or situation with an unknown or unclear answer"
"process","n.","an operation or series of changes leading to a desired result"
"produce","v.","to make"
"produce","v.","to create"
"produce","v.","to cause something to be"
"produce","v.","to manufacture"
"profession","n.","a job that requires special training"
"professor","n.","a teacher at a college or university"
"profit","n.","money gained from a business activity after paying all costs of that activity"
"program","n.","a plan of action"
"program","n.","the different events or parts of a meeting or show"
"progress","n.","movement forward or toward improvement or a goal"
"project","n.","a planned effort to do something"
"propaganda","n.","ideas or information used to influence opinions"
"propose","v.","to present or offer for consideration"
"protect","v.","to guard"
"protect","v.","to defend"
"protect","v.","to prevent from being harmed or damaged"
"protest","v.","to speak against"
"protest","v.","to object"
"prove","v.","to show to be true"
"provide","v.","to give something needed or wanted"
"public","ad.","of or about all the people in a community or country"
"public","ad.","opposite private"
"publish","v.","to make public something that is written"
"pull","v.","to use force to move something toward the person or thing using the force"
"pull","v.","opposite push"
"purchase","n.","that which is bought"
"purchase","v.","to buy with money or with something of equal value"
"pure","ad.","free from anything that is different or that reduces value"
"pure","ad.","clean"
"purpose","n.","the reason or desired effect for doing something"
"purpose","n.","goal"
"push","v.","to use force to move something away from the person or thing using the force"
"push","v.","opposite pull"
"put","v.","to place"
"put","v.","to set in position"
"quality","n.","that which something is known to have or be"
"quality","n.","amount of value or excellence"
"question","n.","a sentence or word used in asking for information"
"question","n.","a problem"
"question","n.","an issue to be discussed"
"question","v.","to ask"
"question","v.","to express wonder or disbelief"
"quick","ad.","fast"
"quiet","ad.","with little or no noise"
"quiet","ad.","having little or no movement"
"quiet","ad.","calm"
"race","v.","to run"
"race","v.","to take part in a competition to decide who or what can move fastest"
"race","v.","to take part in a campaign for political office"
"radar","n.","a device that uses radio signals to learn the position or speed of objects that may be too far away to be seen"
"radiation","n.","waves of energy from something that produces heat or light"
"radio","n.","the system of sending and receiving signals or sounds through the air without wires"
"raid","v.","to make a sudden attack"
"railroad","n.","a road for trains"
"railroad","n.","a company that operates such a road and its stations and equipment"
"rain","n.","water falling from the sky"
"raise","v.","to lift up"
"raise","v.","to move to a higher position"
"raise","v.","to cause to grow"
"raise","v.","to increase"
"rare","ad.","not common"
"rare","ad.","not usual"
"rare","ad.","not often"
"rate","n.","speed"
"rate","n.","a measure of how quickly or how often something happens"
"rate","n.","the price of any thing or service that is bought or sold"
"reach","v.","to put a hand toward"
"reach","v.","to arrive at"
"reach","v.","to come to"
"react","v.","to act as a result of or in answer to"
"read","v.","to look at and understand the meaning of written words or numbers"
"ready","ad.","prepared"
"ready","ad.","completed"
"ready","ad.","organized"
"ready","ad.","willing"
"real","ad.","TRUE"
"real","ad.","truly existing"
"real","ad.","not false"
"realistic","ad.","in agreement with the way things are"
"reason","n.","the cause for a belief or act"
"reason","n.","purpose"
"reason","n.","something that explains"
"reasonable","ad.","ready to listen to reasons or ideas"
"reasonable","ad.","not extreme"
"reasonable","ad.","ready or willing to compromise"
"rebel","n.","one who opposes or fights against the government of his or her country"
"rebel","v.","to refuse to obey"
"recent","ad.","a short time ago"
"recognize","v.","to accept another nation as independent and establish diplomatic ties with its government"
"record","n.","a writing that shows proof or facts about something"
"record","v.","to write something in order to have it for future use"
"record","v.","to put sound or pictures in a form that can be kept and heard or seen again"
"recover","v.","to return to normal health or normal conditions"
"red","ad.","having the color like that of blood"
"reduce","v.","to cut"
"reform","n.","a change to a better condition"
"reform","v.","to make better by changing"
"reform","v.","to improve"
"refuse","v.","to reject"
"regret","n.","a feeling of sadness or sorrow about something that is done or that happens"
"relation","n.","understandings or ties between nations"
"relation","n.","members of the same family"
"relation","n.","people connected by marriage or family ties"
"release","v.","to free"
"release","v.","to permit to go"
"release","v.","to permit to be known or made public"
"remain","v.","to stay in a place after others leave"
"remain","v.","to stay the same"
"remains","n.","a dead body"
"remember","v.","to think about the past"
"remember","v.","opposite forget"
"remove","v.","to take away or take off"
"remove","v.","to put an end to"
"remove","v.","to take out of a position or office"
"repair","n.","work done to fix something"
"repeat","v.","to say or do again"
"report","n.","the story about an event"
"report","n.","the results of a study or investigation"
"report","n.","a statement in which the facts may not be confirmed"
"report","v.","to tell about"
"report","v.","to give the results of a study or investigation"
"represent","v.","to act in the place of someone else"
"represent","v.","to substitute for"
"represent","v.","to serve as an example"
"repress","v.","to control or to restrict freedoms by force"
"request","n.","the act of asking for"
"request","v.","to ask for"
"require","v.","to need or demand as necessary"
"rescue","v.","to free from danger or evil"
"research","n.","a careful study to discover correct information"
"resist","v.","to oppose"
"resist","v.","to fight to prevent"
"resource","n.","anything of value that can be used or sold"
"responsible","ad.","having a duty or job to do"
"responsible","ad.","being the cause of"
"rest","n.","that which remains"
"rest","n.","the others"
"restrain","v.","to keep controlled"
"restrain","v.","to limit action by a person or group"
"restrict","v.","to limit"
"restrict","v.","to prevent from increasing or becoming larger"
"result","n.","that which follows or is produced by a cause"
"result","n.","effect"
"result","v.","to happen from a cause"
"retire","v.","to leave a job or position because one is old or in poor health"
"return","v.","to go or come back"
"revolt","v.","to protest violently"
"rice","n.","a food grain"
"rich","ad.","having much money or goods"
"rich","ad.","having plenty of something"
"ride","v.","to sit on or in and be carried along"
"right","ad.","agreeing with the facts"
"right","ad.","good"
"right","ad.","correct"
"right","ad.","opposite wrong"
"right","ad.","on the side that is toward the east when one is facing north"
"right","ad.","opposite left"
"right","n.","what a person legally and morally should be able to do or have"
"riot","n.","a violent action by a large group of people"
"riot","v.","to act with many others in a violent way in a public place"
"rise","v.","to go up"
"rise","v.","to go higher"
"rise","v.","to increase"
"rise","v.","to go from a position of sitting or lying to a position of standing"
"rob","v.","to take money or property secretly or by force"
"rob","v.","to steal"
"rock","n.","a hard piece of mineral matter"
"roll","v.","to turn over and over"
"roll","v.","to move like a ball"
"room","n.","a separate area within a building with its own walls"
"root","n.","the part of a plant that is under the ground and takes nutrients from the soil"
"rough","ad.","not flat or smooth"
"rough","ad.","having an uneven surface"
"rough","ad.","violent"
"rough","ad.","not made well"
"round","ad.","having the shape of a ball or circle"
"rub","v.","to move something over the surface of another thing"
"ruin","v.","to damage severely"
